Location,new_start,new_end,X,lon,lat,Pod1,Pod2,Pod3,Group,start_date,end_date,Ortho,Scene,order_id_s_h
kenya_A000659,12/31/2018,07/01/2019,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,07/01/2019,12/31/2019,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,12/31/2019,07/01/2020,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,07/01/2020,12/31/2020,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,12/31/2020,07/01/2021,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,07/01/2021,12/31/2021,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,12/31/2021,07/01/2022,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,07/01/2022,12/31/2022,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000659,12/31/2022,03/01/2023,38,36.98948,-0.07288,A000659,,,kenya,03/01/2018,12/31/2022,250,250,aaebdf60-d8f9-4f32-95ab-f27e27cf1485
kenya_A000660,12/31/2017,07/01/2018,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,07/01/2018,12/31/2018,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,12/31/2018,07/01/2019,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,07/01/2019,12/31/2019,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,12/31/2019,07/01/2020,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,07/01/2020,12/31/2020,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,12/31/2020,07/01/2021,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,07/01/2021,12/31/2021,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,12/31/2021,07/01/2022,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,07/01/2022,12/31/2022,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000660,12/31/2022,03/01/2023,39,37.21657,0.08684,A000660,,,kenya,03/01/2018,12/31/2022,250,250,10869e06-e5bf-4b90-abd0-b02f2deaa37b
kenya_A000662,12/31/2017,07/01/2018,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,07/01/2018,12/31/2018,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,12/31/2018,07/01/2019,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,07/01/2019,12/31/2019,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,12/31/2019,07/01/2020,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,07/01/2020,12/31/2020,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,12/31/2020,07/01/2021,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,07/01/2021,12/31/2021,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,12/31/2021,07/01/2022,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,07/01/2022,12/31/2022,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000662,12/31/2022,03/01/2023,40,37.41658,0.13246,A000662,,,kenya,03/01/2018,12/31/2022,250,250,f5bfef31-7577-4813-8e94-cd127eb457da
kenya_A000669,12/31/2017,07/01/2018,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,07/01/2018,12/31/2018,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,12/31/2018,07/01/2019,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,07/01/2019,12/31/2019,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,12/31/2019,07/01/2020,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,07/01/2020,12/31/2020,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,12/31/2020,07/01/2021,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,07/01/2021,12/31/2021,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,12/31/2021,07/01/2022,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,07/01/2022,12/31/2022,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000669,12/31/2022,03/01/2023,41,37.14501,0.10258,A000669,,,kenya,03/01/2018,12/31/2022,250,250,98a812f0-979c-4ac3-9085-6db256d84397
kenya_A000684,12/31/2017,07/01/2018,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,07/01/2018,12/31/2018,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,12/31/2018,07/01/2019,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,07/01/2019,12/31/2019,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,12/31/2019,07/01/2020,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,07/01/2020,12/31/2020,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,12/31/2020,07/01/2021,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,07/01/2021,12/31/2021,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,12/31/2021,07/01/2022,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,07/01/2022,12/31/2022,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000684,12/31/2022,03/01/2023,42,37.12034,0.09363,A000684,,,kenya,03/01/2018,12/31/2022,250,250,d0d6acf0-9640-4674-8a19-2d0b5c854f49
kenya_A000688,12/31/2017,07/01/2018,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,07/01/2018,12/31/2018,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,12/31/2018,07/01/2019,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,07/01/2019,12/31/2019,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,12/31/2019,07/01/2020,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,07/01/2020,12/31/2020,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,12/31/2020,07/01/2021,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,07/01/2021,12/31/2021,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,12/31/2021,07/01/2022,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,07/01/2022,12/31/2022,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000688,12/31/2022,03/01/2023,43,37.04907,0.10013,A000688,,,kenya,03/01/2018,12/31/2022,250,250,7518eded-6555-43ec-bd2c-faf3df032737
kenya_A000691,12/31/2017,07/01/2018,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,07/01/2018,12/31/2018,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,12/31/2018,07/01/2019,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,07/01/2019,12/31/2019,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,12/31/2019,07/01/2020,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,07/01/2020,12/31/2020,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,12/31/2020,07/01/2021,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,07/01/2021,12/31/2021,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,12/31/2021,07/01/2022,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,07/01/2022,12/31/2022,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000691,12/31/2022,03/01/2023,44,37.11346,0.058,A000691,,,kenya,03/01/2018,12/31/2022,250,250,40688c12-4b36-459a-b9e0-7b90b39000ea
kenya_A000693,12/31/2017,07/01/2018,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,07/01/2018,12/31/2018,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,12/31/2018,07/01/2019,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,07/01/2019,12/31/2019,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,12/31/2019,07/01/2020,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,07/01/2020,12/31/2020,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,12/31/2020,07/01/2021,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,07/01/2021,12/31/2021,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,12/31/2021,07/01/2022,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,07/01/2022,12/31/2022,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000693,12/31/2022,03/01/2023,45,37.09107,0.11705,A000693,,,kenya,03/01/2018,12/31/2022,250,250,6f9ff8a8-b5ba-430e-ab54-9101111b6100
kenya_A000694,12/31/2017,07/01/2018,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,07/01/2018,12/31/2018,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,12/31/2018,07/01/2019,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,07/01/2019,12/31/2019,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,12/31/2019,07/01/2020,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,07/01/2020,12/31/2020,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,12/31/2020,07/01/2021,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,07/01/2021,12/31/2021,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,12/31/2021,07/01/2022,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,07/01/2022,12/31/2022,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000694,12/31/2022,03/01/2023,46,37.10249,-0.04098,A000694,,,kenya,03/01/2018,12/31/2022,250,250,cc367092-b519-478a-aa04-ebc5655b77a1
kenya_A000702,12/31/2017,07/01/2018,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,07/01/2018,12/31/2018,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,12/31/2018,07/01/2019,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,07/01/2019,12/31/2019,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,12/31/2019,07/01/2020,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,07/01/2020,12/31/2020,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,12/31/2020,07/01/2021,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
kenya_A000702,07/01/2021,12/31/2021,47,37.06947,0.04583,A000702,,,kenya,03/01/2018,12/31/2022,250,250,db5fb453-16e2-480f-9c78-46969e185454
